objectid;creationdate;species;dbh;treelatitude;treelongitude;centerlatitude;centerlongitude;comments;globalid;speed;traveldirection;compass;sourcetype;receivername;accuracyhorizontal;accuracyvertical;altitude;fixtype;correctionage;fixtime;editdate
1;11/13/2021 12:43;1;15;467361.2482770114;258740.03841943332;467357.28300707904;258740.30418429791;None;01cb7656-1d83-4e8c-bef1-2d50e4cabf87;0.040419655;6.50494071;120.9424438;3;"R2; 5834S09961: ITC-GIP";0.886871778;0.809602395;89.39658207;2;5;11/13/2021 12:43;11/13/2021 12:43
2;11/13/2021 12:44;1;10;467359.9460439315;258736.46880645974;467356.7653116255;258736.68205203902;None;7119b923-a23f-450c-9b66-f54d74f9bbf6;0.057539836;171.9087225;99.92397308;3;"R2; 5834S09961: ITC-GIP";0.916636519;0.85858352;89.90063498;2;37;11/13/2021 12:44;11/13/2021 12:44
3;11/13/2021 12:45;1;12;467357.23403594695;258730.8916775246;467355.9500552525;258730.97795219565;Omgezaagd;957587d0-0b3b-496f-a26a-873fed601fc4;0.093524397;340.2000662;19.79524422;3;"R2; 5834S09961: ITC-GIP";1.176256902;1.25256598;90.5043591;2;97;11/13/2021 12:45;11/13/2021 12:45
4;11/13/2021 12:46;1;17;467356.0801112626;258724.78195543296;467355.0741733618;258724.8496209492;None;68bdd741-88b0-4afd-ad19-b6b41315be60;0.169274888;177.223131;142.683136;3;"R2; 5834S09961: ITC-GIP";1.103713857;1.038664597;91.7365864;2;5;11/13/2021 12:46;11/13/2021 12:46
5;11/13/2021 12:47;1;17;467355.53116368875;258720.0312484405;467354.39642263716;258720.10752722478;None;d80e12c5-6eea-4cd1-9e33-7dee7e503926;0.076522209;102.4379781;146.6884155;3;"R2; 5834S09961: ITC-GIP";0.882959533;0.80102549;89.61106601;2;4;11/13/2021 12:47;11/13/2021 12:47
6;11/13/2021 12:48;1;13;467352.22054592276;258714.14086294686;467353.19367658155;258714.0400781011;Krommend;0da72359-28c4-4a23-9a18-6e7029c09b6c;0.105008769;158.3171944;149.0413818;3;"R2; 5834S09961: ITC-GIP";1.036887842;1.153907128;90.27902958;2;14;11/13/2021 12:48;11/13/2021 12:48
7;11/13/2021 12:49;1;16;467352.0692240553;258708.5005936791;467351.8621253823;258708.52249285797;None;bfa1bc2e-0529-4c88-9d7d-2804bf06ad2f;0.14134875;357.6987552;129.6928101;3;"R2; 5834S09961: ITC-GIP";1.199643212;1.297354713;89.2365147;2;5;11/13/2021 12:48;11/13/2021 12:49
8;11/13/2021 12:50;1;9;467347.42735411454;258700.79345181357;467349.9341076626;258700.53326269914;None;dec9bb14-83c8-4c1a-b237-7ad7c1ad24ad;0.010546162;23.3501419;123.1384277;3;"R2; 5834S09961: ITC-GIP";1.150449925;1.009791654;93.64727348;2;43;11/13/2021 12:50;11/13/2021 12:50
9;11/13/2021 12:51;1;14;467346.6188471338;258698.47906107712;467348.9898785217;258698.07525272822;None;71acdcde-c8f0-4f72-b995-b5882bd9cd3e;0.260222849;186.0587212;127.1759491;3;"R2; 5834S09961: ITC-GIP";1.001525139;0.843448295;92.69018672;2;67;11/13/2021 12:51;11/13/2021 12:51
10;11/13/2021 12:52;1;12;467347.1880609218;258692.16836632136;467346.56042222556;258692.27585905397;None;c6bc1c54-d9b9-4da6-b3d1-1eff1161db07;0.099600515;218.7958243;129.0705719;3;"R2; 5834S09961: ITC-GIP";1.195340509;1.496353687;91.38037266;2;5;11/13/2021 12:51;11/13/2021 12:52
11;11/13/2021 12:52;1;18;467341.1363543144;258685.53228415071;467343.2357883317;258685.08672573336;None;0a2cc41c-03be-4a01-92d4-46bffcffecd1;0.21987847;184.9428016;139.3828125;3;"R2; 5834S09961: ITC-GIP";0.901771274;0.872191579;90.57347769;2;5;11/13/2021 12:52;11/13/2021 12:52
12;11/13/2021 12:53;1;13;467341.9507161667;258681.0992024435;467341.20197619265;258681.25881912987;None;1755d052-eb17-4d92-ba5b-e083473a624e;0.133148932;123.5587852;144.1031189;3;"R2; 5834S09961: ITC-GIP";0.971882092;1.060235615;90.09615591;2;5;11/13/2021 12:53;11/13/2021 12:53
13;11/13/2021 12:54;1;16;467339.58053351624;258673.3951731507;467337.2835270157;258673.88374886732;None;ef862b94-3e62-4c78-8193-ea23c848d7a8;0.205220342;245.7787381;148.5987701;3;"R2; 5834S09961: ITC-GIP";0.898706289;0.822287108;88.19563161;2;5;11/13/2021 12:54;11/13/2021 12:54
14;11/13/2021 12:55;1;15;467335.6077415336;258667.6105863839;467333.9115992386;258668.03097820864;None;0f11f544-1e50-4e82-99d7-9e4544d4f36f;0.09434416;105.8818498;135.8206177;3;"R2; 5834S09961: ITC-GIP";0.999109522;0.975821609;90.54845794;2;13;11/13/2021 12:55;11/13/2021 12:55
15;11/13/2021 12:56;1;17;467333.0985283546;258662.9455648963;467331.04888400243;258663.4534472156;None;6dbb18d0-53e4-43d0-8648-59ede29ed5de;0.10772231;194.5532296;139.9503326;3;"R2; 5834S09961: ITC-GIP";0.908205589;0.91749674;89.99698285;2;5;11/13/2021 12:55;11/13/2021 12:56
16;11/13/2021 12:56;1;12;467329.57698984764;258656.7567527515;467327.22526417003;258657.33939439573;None;e4094463-f9e9-4555-a1a1-a27858700113;0.114962928;52.35127643;129.8753967;3;"R2; 5834S09961: ITC-GIP";1.019745768;0.846600507;89.01738384;2;4;11/13/2021 12:56;11/13/2021 12:56
17;11/13/2021 12:57;1;14;467326.97520595556;258651.86981709057;467324.17663977866;258652.72167832288;None;4b77a63a-a26a-4b8e-90ca-3dd0455ae77d;0.169358319;31.85484213;137.9239349;3;"R2; 5834S09961: ITC-GIP";0.885829861;0.886411863;89.90155526;2;5;11/13/2021 12:57;11/13/2021 12:57
18;11/13/2021 12:58;1;20;467322.0183162409;258648.14634300134;467320.8856461573;258648.49150823517;None;8966f7de-c5db-431d-a075-e83149dfe437;0.177872648;73.22902001;128.4234619;3;"R2; 5834S09961: ITC-GIP";0.910309781;0.830716515;90.23014532;2;5;11/13/2021 12:58;11/13/2021 12:58
19;11/13/2021 13:02;1;19;467320.527819317;258641.31436653854;467316.30234221934;258642.60021398243;Hangend over pad;3a097d6f-087f-43e8-98c1-e6d45bc8a166;0.046567153;83.79276422;78.34172821;3;"R2; 5834S09961: ITC-GIP";0.88482514;0.851864685;88.00569858;2;5;11/13/2021 13:01;11/13/2021 13:02
20;11/13/2021 13:03;1;13;467316.1196241279;258636.84661063936;467312.64812496706;258637.9031362661;None;30a0bce2-9a55-4862-9584-26eb6f14eec6;0.072127302;34.52289353;87.8067627;3;"R2; 5834S09961: ITC-GIP";0.94016705;0.802944463;89.22900447;2;5;11/13/2021 13:02;11/13/2021 13:03
21;11/13/2021 13:12;1;13;467317.0258772908;258636.96914210636;467312.89862180327;258638.22512166307;None;5e615d37-79d9-4be7-a1d7-273f77acf300;0.139645256;181.9406254;67.3229599;3;"R2; 5834S09961: ITC-GIP";1.082998596;1.033413436;89.41095108;2;5;11/13/2021 13:12;11/13/2021 13:12
22;11/13/2021 13:13;1;14;467313.055716206;258633.06378919585;467309.68203484983;258634.09055781318;None;b3208b1e-839b-4fd5-999c-c17d501e6810;0.241806713;49.83897812;117.4716568;3;"R2; 5834S09961: ITC-GIP";1.076740263;1.021319663;88.84638539;2;4;11/13/2021 13:13;11/13/2021 13:13
23;11/13/2021 13:14;1;16;467309.8100672764;258627.98621964926;467305.92134755565;258629.13647468487;None;dd3e68f2-2e09-4c04-9c05-372910552c12;0.040353564;113.1008773;38.36093903;3;"R2; 5834S09961: ITC-GIP";0.826737633;0.826808741;88.03055038;2;4;11/13/2021 13:14;11/13/2021 13:14
24;11/13/2021 13:15;1;20;467305.09919631534;258623.67923580756;467302.4034321061;258624.47681886473;None;497fee19-d9d5-4794-903a-1967624fb2c1;0.091779009;298.2132732;10.19842052;3;"R2; 5834S09961: ITC-GIP";0.831957577;0.856270496;88.81037507;2;5;11/13/2021 13:14;11/13/2021 13:15
25;11/13/2021 13:16;1;19;467300.4744640456;258617.58161252865;467297.7960330149;258618.3740683351;None;a664f5cf-4dd8-4e9b-bd6a-c61808056128;0.086681521;20.61028014;43.46124649;3;"R2; 5834S09961: ITC-GIP";0.827855545;0.856660586;88.80566691;2;5;11/13/2021 13:16;11/13/2021 13:16
26;11/13/2021 13:17;1;10;467297.8328703669;258614.99551811616;467295.3054756792;258616.25489401695;Lang geleden kmgezaagd;5e5a8a2b-64eb-4098-a7ba-9890ab4c9c93;0.106711419;23.97821784;100.2595444;3;"R2; 5834S09961: ITC-GIP";0.980331379;1.136825479;89.58357661;2;21;11/13/2021 13:17;11/13/2021 13:17
27;11/13/2021 13:19;0;20;467293.5490440845;258610.5652813621;467290.1150666825;258612.27606291906;Al geen blad meer;932f9c25-a797-40eb-bc08-bf10b69a3cf0;0.148570149;61.97066584;84.59001923;3;"R2; 5834S09961: ITC-GIP";0.862786584;0.907376751;89.16146395;2;5;11/13/2021 13:18;11/13/2021 13:19
28;11/14/2021 14:33;1;15;467279.5829650063;258602.62738994148;467278.2136595988;258603.34320357788;None;ece61fe6-6055-4811-b9a6-995723722aa8;0.076353421;27.82481796;59.82274246;3;"R2; 5834S09961: ITC-GIP";1.211455746;1.472509381;87.80158879;2;5;11/14/2021 14:33;11/14/2021 14:33
29;11/14/2021 14:34;1;9;467274.3911288817;258596.76423777494;467270.8716613717;258599.4133347926;None;9f78af6b-3be0-48b1-874d-53d3286de221;0.237753575;330.0865142;72.99420166;3;"R2; 5834S09961: ITC-GIP";1.039116124;1.785248073;86.85972179;2;4;11/14/2021 14:34;11/14/2021 14:34
30;11/14/2021 14:35;1;10;467270.3661791877;258595.13942881813;467267.15131011774;258597.55941742816;None;24c6d9a4-4347-4a69-a914-1f4e40ad8f18;0.019296295;172.402839;71.01095581;3;"R2; 5834S09961: ITC-GIP";0.925332548;1.214057303;90.7973642;2;41;11/14/2021 14:35;11/14/2021 14:35
31;11/14/2021 14:36;1;13;467264.09901557217;258592.72714275104;467261.53017255454;258594.7582981696;None;56416d29-965a-4aec-8493-e4c3df1549b4;0.079065724;63.96500945;88.29541779;3;"R2; 5834S09961: ITC-GIP";0.916847021;1.032221259;89.26331836;2;37;11/14/2021 14:36;11/14/2021 14:36
32;11/14/2021 14:36;1;10;467258.1457822883;258589.83893489308;467255.4632197756;258592.40421937435;None;ea4f96f4-5f77-4416-9347-75d6ffd296f5;0.139057347;240.6953665;101.8474808;3;"R2; 5834S09961: ITC-GIP";0.986967307;1.133097842;87.18231112;2;4;11/14/2021 14:36;11/14/2021 14:36
33;11/14/2021 14:38;1;11;467252.05591489305;258588.137738972;467249.8658645429;258590.23234644358;None;db089bd7-8f0d-4163-b41b-45960544727a;0.109008296;181.5923495;80.43025208;3;"R2; 5834S09961: ITC-GIP";0.916960667;1.074473232;88.64914893;2;5;11/14/2021 14:38;11/14/2021 14:38
34;11/14/2021 14:39;0;21;467248.867331833;258585.9490048918;467245.9691513171;258588.72034943238;None;411ec615-5ac1-4037-bd88-73c71e02741b;0.093691092;127.7659215;83.66982269;3;"R2; 5834S09961: ITC-GIP";0.88341424;0.870680571;86.55961265;2;4;11/14/2021 14:39;11/14/2021 14:39
35;11/14/2021 14:40;0;17;467243.0879527177;258584.30192015338;467240.8288765443;258586.97634474153;None;b4c1bcb6-a60d-458a-bc66-698c0fcfbaa3;0.077078934;282.2949502;82.72477722;3;"R2; 5834S09961: ITC-GIP";0.857038704;0.826434947;90.40748886;2;5;11/14/2021 14:40;11/14/2021 14:40
36;11/14/2021 14:41;1;13;467238.75573186646;258583.57428869768;467236.9091001334;258585.7607658242;None;1cd53bda-2e93-4dd4-b47e-a0381eebb2f5;0.133841593;78.22197773;72.26312256;3;"R2; 5834S09961: ITC-GIP";0.843614315;0.835674544;89.61381914;2;5;11/14/2021 14:40;11/14/2021 14:41
37;11/14/2021 14:41;1;8;467232.977303596;258581.1720710957;467230.7220056341;258583.84205462487;None;6a50f58f-ee4e-4640-bc03-03c69b75e77d;0.171103723;267.6739214;106.367691;3;"R2; 5834S09961: ITC-GIP";0.891389339;1.004100272;91.70047041;2;33;11/14/2021 14:41;11/14/2021 14:41
38;11/14/2021 14:42;1;14;467227.89322038775;258581.53199284605;467227.0999143783;258582.77033696446;None;11061a8d-6688-430d-a60d-6f35177f7588;0.115373918;114.4695419;101.1961365;3;"R2; 5834S09961: ITC-GIP";0.848785984;0.831721073;89.67460004;2;24;11/14/2021 14:42;11/14/2021 14:42
39;11/14/2021 14:43;1;12;467220.58985621564;258580.50137424542;467220.16618379223;258581.16378745614;None;3a3f3079-03c6-4a40-a71e-717efb97ed29;0.120677916;193.0362744;41.65811157;3;"R2; 5834S09961: ITC-GIP";0.861345374;0.814448513;87.85093357;2;27;11/14/2021 14:43;11/14/2021 14:43
40;11/14/2021 14:44;0;18;467215.14225519315;258579.2309294042;467214.7139954551;258579.9005085988;Kwijnend;a2368470-4be9-4320-ae85-2b25d3999c2a;0.079162519;335.8627611;83.34506989;3;"R2; 5834S09961: ITC-GIP";0.858488246;0.803794351;88.55347417;2;84;11/14/2021 14:44;11/14/2021 14:44
41;11/14/2021 14:46;1;15;467203.1129113963;258578.3907372841;467203.00579708966;258579.1607749211;None;c088c8d4-03dc-4de8-870a-cfb93f14ae64;0.106415633;160.1572742;86.97710419;3;"R2; 5834S09961: ITC-GIP";0.883632571;0.892225278;88.4709314;2;5;11/14/2021 14:45;11/14/2021 14:46
42;11/14/2021 14:47;1;15;467195.6459871392;258577.95102278213;467195.80629648204;258578.9402162518;None;c1148a33-0d59-4ca4-a166-65ffe792e7df;0.134798137;172.936817;53.84089279;3;"R2; 5834S09961: ITC-GIP";0.768439769;0.781743612;90.53367079;2;15;11/14/2021 14:46;11/14/2021 14:47
43;11/14/2021 14:47;1;14;467190.5299570144;258578.96670830256;467190.5887577583;258579.32428896453;None;0e48e7f6-7ded-4964-a4a3-48ddd7f8e156;0.156792468;355.298719;185.1122131;3;"R2; 5834S09961: ITC-GIP";0.738508748;0.766476068;89.31399533;2;70;11/14/2021 14:47;11/14/2021 14:47
44;11/14/2021 14:48;1;18;467184.0365830315;258578.9927934538;467184.16715115076;258579.7969961022;None;f2b0dd7c-6d7c-43e5-b330-6ba86a045d25;0.115671002;183.812252;245.3259888;3;"R2; 5834S09961: ITC-GIP";0.811074926;0.80020315;89.47429199;2;28;11/14/2021 14:48;11/14/2021 14:48
45;11/14/2021 14:49;1;12;467177.03928122605;258578.7637611074;467177.2880308823;258580.303382645;None;29ee623f-2d32-4acb-bb63-d07f415deb3e;0.088985551;357.6624335;234.1221466;3;"R2; 5834S09961: ITC-GIP";0.754715399;0.731576907;90.2574632;2;72;11/14/2021 14:48;11/14/2021 14:49
46;11/14/2021 14:49;1;16;467169.76967260725;258579.8292166369;467170.065006492;258581.02327645075;None;cccf8fef-7991-4f31-aac1-b51851671cb7;0.071372599;330.9114186;31.47373962;3;"R2; 5834S09961: ITC-GIP";0.779487659;0.771449071;88.76100368;2;114;11/14/2021 14:49;11/14/2021 14:49
47;11/14/2021 14:50;1;14;467165.6168990905;258579.91484867732;467166.0601807704;258581.4721254884;None;cba5b8f5-8d44-4eb1-a7cc-0dac1415bf1f;0.094138869;9.173680005;24.96302223;3;"R2; 5834S09961: ITC-GIP";0.80899682;0.759681038;89.65056609;2;5;11/14/2021 14:50;11/14/2021 14:50
48;11/14/2021 14:51;1;13;467159.0661710629;258580.6570339651;467159.52128120034;258582.25608411134;None;5143841f-da2b-444e-871a-40d6212f0502;0.096487008;90.99276933;31.48986816;3;"R2; 5834S09961: ITC-GIP";0.822423924;0.746193945;87.8425277;2;5;11/14/2021 14:51;11/14/2021 14:51
49;11/14/2021 14:51;0;20;467154.6483620116;258580.52319193032;467155.2856175992;258582.76390516042;None;c70dbb2d-c55f-4262-be3c-1ba925e007c4;0.100026282;232.6249419;356.5421143;3;"R2; 5834S09961: ITC-GIP";0.763909167;0.712702627;90.52239385;2;28;11/14/2021 14:51;11/14/2021 14:51
50;11/14/2021 14:52;0;19;467147.7227843919;258581.0094792403;467147.93656271027;258583.27029809164;None;acf1db51-3e7e-4a48-9f48-b76f88cf8f49;0.061965618;293.3377007;7.675528526;3;"R2; 5834S09961: ITC-GIP";0.874020021;0.8621355;89.64604534;2;5;11/14/2021 14:52;11/14/2021 14:52
51;11/14/2021 14:53;1;17;467140.773256249;258582.32076184204;467140.8958846193;258583.61155175738;Slecht bovenin;ec2848cd-6654-4541-b626-a7599a82bd8d;0.075459897;147.5610465;18.64421844;3;"R2; 5834S09961: ITC-GIP";0.856567956;0.755706487;88.92238571;2;17;11/14/2021 14:53;11/14/2021 14:53
52;11/14/2021 14:54;1;14;467135.6638871069;258584.08261861192;467135.6448945229;258583.8660615997;Slecht bovenin;0215f23d-bc83-4e2b-8b9c-9139efeda816;0.195365025;207.5284186;35.10138321;3;"R2; 5834S09961: ITC-GIP";0.83251202;0.709428142;89.03605103;2;20;11/14/2021 14:54;11/14/2021 14:54
53;11/14/2021 15:01;1;12;467123.74746612826;258584.70693624744;467123.78994063975;258584.89991811884;None;795aa2fc-3d91-46f2-8521-b6f38481774c;0.047009026;115.3491753;27.71745682;3;"R2; 5834S09961: ITC-GIP";1.232362811;0.754226041;90.32224449;2;100;11/14/2021 15:00;11/14/2021 15:01
54;11/14/2021 15:01;1;12;467118.2669597359;258584.9502895523;467118.36546380253;258585.40625030524;None;422f9f89-7c88-4c75-a6c9-58816779ccef;0.086561805;176.7429698;44.12293625;3;"R2; 5834S09961: ITC-GIP";0.840365866;0.712868821;89.214683;2;146;11/14/2021 15:01;11/14/2021 15:01
55;11/14/2021 15:02;1;13;467113.8257233607;258585.0784146691;467114.0006615611;258585.8339310708;None;1965b8fd-6d1a-4804-b3c7-44585bc3c67e;0.041747207;266.1727826;52.98554611;3;"R2; 5834S09961: ITC-GIP";0.796646404;0.746900331;89.46967954;2;179;11/14/2021 15:02;11/14/2021 15:02
56;11/14/2021 15:03;1;14;467106.60172979627;258586.1969108265;467106.6870388644;258586.56242563136;None;eb0a3860-1483-42c8-95fd-48f62e3d71da;0.201190125;117.5470468;14.83520508;3;"R2; 5834S09961: ITC-GIP";0.760862585;0.681621877;88.7026893;2;257;11/14/2021 15:03;11/14/2021 15:03
57;11/14/2021 15:04;1;14;467100.9280479879;258586.35754923313;467101.10423506604;258587.11851807294;None;e583a5ba-ccdc-4b22-a841-64f184269ba9;0.112276267;24.7998795;35.12630463;3;"R2; 5834S09961: ITC-GIP";0.77365552;0.682415633;89.21834841;2;19;11/14/2021 15:04;11/14/2021 15:04
58;11/14/2021 15:05;1;13;467094.8424296144;258586.93603632879;467094.9597747483;258587.65752964054;None;a445b060-b775-41ee-ad1b-15994e0de2df;0.068793073;33.74836638;42.89935303;3;"R2; 5834S09961: ITC-GIP";0.775173677;0.683587395;88.31182959;2;5;11/14/2021 15:05;11/14/2021 15:05
59;11/14/2021 15:05;1;14;467089.30168236187;258586.9080202618;467089.48836082517;258588.06054800987;None;f7b1f59e-05b7-403d-81d6-3ed9f1b1c428;0.153655519;271.691253;19.84663773;3;"R2; 5834S09961: ITC-GIP";0.802682444;0.757641438;89.80941223;2;31;11/14/2021 15:05;11/14/2021 15:05
60;11/14/2021 15:06;1;15;467082.3144924299;258587.6943631494;467082.45797576295;258588.5783993748;None;4e37f17b-5ca4-4997-a52a-824d41963c57;0.02387722;256.2343739;46.03740692;3;"R2; 5834S09961: ITC-GIP";0.80224399;0.755581754;88.39782603;2;19;11/14/2021 15:06;11/14/2021 15:06
61;11/14/2021 15:07;1;13;467076.6926150041;258586.49874102813;467076.3415624306;258588.39770104794;None;4aca4b5c-3bfb-4d99-b501-605f0f7dfaf5;0.139929637;270.2727793;21.26140976;3;"R2; 5834S09961: ITC-GIP";0.797055393;0.740499584;88.91856869;2;5;11/14/2021 15:07;11/14/2021 15:07
62;11/14/2021 15:08;0;22;467069.8925273023;258586.92008919638;467069.6904989541;258588.0162487369;None;13f86c36-2447-470d-b125-6038c00f10fb;0.167170291;172.8558063;25.50537872;3;"R2; 5834S09961: ITC-GIP";0.82485455;0.7845773;89.87916093;2;34;11/14/2021 15:07;11/14/2021 15:08
63;11/14/2021 15:09;1;13;467065.01719919586;258586.61957792664;467064.42883059685;258587.43931207;Top eruit;2bf9214a-22bb-403e-b19e-5e779aa5005b;0.048010122;63.11385189;41.53498077;3;"R2; 5834S09961: ITC-GIP";0.819526858;0.793586989;90.30172061;2;76;11/14/2021 15:08;11/14/2021 15:09
64;11/14/2021 15:10;1;15;467051.49626615405;258583.79432453017;467051.44072029216;258584.09791052315;None;24cdc216-c707-4079-9781-6a6674b3f154;0.108418877;153.0320843;34.35641479;3;"R2; 5834S09961: ITC-GIP";0.793164821;0.748527258;89.73286257;2;5;11/14/2021 15:09;11/14/2021 15:10
65;11/14/2021 15:10;1;12;467045.78282582684;258582.9554646283;467045.63318519556;258583.76027982286;None;f022c7f6-9d3c-46a1-ab90-bd709d08b860;0.042829769;292.6067348;25.64479828;3;"R2; 5834S09961: ITC-GIP";1.002618637;0.807601774;87.97872661;2;27;11/14/2021 15:10;11/14/2021 15:10
66;11/14/2021 15:11;0;20;467039.60898024694;258581.1221168575;467037.08238710253;258582.7637351348;None;f3af4960-5bd6-4dcb-b72b-8d7c55d2a41b;0.05855895;323.3589764;84.27017975;3;"R2; 5834S09961: ITC-GIP";0.881453722;0.906335863;88.24741668;2;4;11/14/2021 15:11;11/14/2021 15:11
67;11/14/2021 15:12;1;15;467033.22316373524;258579.15684643982;467032.11557338666;258579.8771036167;None;eaf0b203-3029-4771-82fa-834a89f164bd;0.038845565;202.4481819;12.24444866;3;"R2; 5834S09961: ITC-GIP";0.919653578;0.947876156;87.66736361;2;36;11/14/2021 15:12;11/14/2021 15:12
